countrycode,country,city,year,subject,value,unit
DEU,Germany,Berlin,2013,Unemployment (persons),"241,731.00",Persons
DEU,Germany,Berlin,2013,Unemployment of the metropolitan area as a share of national value (%),10.65,Percentage
DEU,Germany,Berlin,2013,Metropolitan land share of national value (%),1.73,Percentage
DEU,Germany,Berlin,2013,Green area per million people (square meters per million person),206.31,Ratio
DEU,Germany,Berlin,2013,Population of the city area (persons),"3,471,639.00",Persons
DEU,Germany,Berlin,2013,Total land area of the city (km2),"1,024.10",Square kilometres
DEU,Germany,Berlin,2013,Population density of the city area (persons per km2),"3,389.94",Ratio
DEU,Germany,Berlin,2014,Total population of the metropolitan area (persons),"4,399,542.00",Persons
DEU,Germany,Berlin,2014,Population density (persons per km2),712.32,Ratio
DEU,Germany,Berlin,2014,Total land area (km2),"6,176.37",Square kilometres
DEU,Germany,Berlin,2014,Employment (persons),"2,247,896.00",Persons
DEU,Germany,Berlin,2014,Employment of the metropolitan area as a share of national value (%),5.64,Percentage
DEU,Germany,Berlin,2014,Unemployment (persons),"216,265.00",Persons
DEU,Germany,Berlin,2014,Unemployment of the metropolitan area as a share of national value (%),10.35,Percentage
DEU,Germany,Berlin,2014,Metropolitan land share of national value (%),1.73,Percentage
DEU,Germany,Berlin,2014,Green area per million people (square meters per million person),206,Ratio
DEU,Germany,Berlin,2014,Population of the city area (persons),"3,467,616.00",Persons
DEU,Germany,Berlin,2014,Total land area of the city (km2),"1,024.10",Square kilometres
DEU,Germany,Berlin,2014,Population density of the city area (persons per km2),"3,386.01",Ratio
SVK,Slovakia,Bratislava,2008,Total population of the metropolitan area (persons),"709,187.00",Persons
SVK,Slovakia,Bratislava,2008,Population density (persons per km2),272.7,Ratio
SVK,Slovakia,Bratislava,2008,Total land area (km2),"2,600.66",Square kilometres
SVK,Slovakia,Bratislava,2008,GDP (millions US$),"37,484.97",US Dollar
SVK,Slovakia,Bratislava,2008,GDP of the metropolitan area as a share of national value (%),28.25,Percentage
SVK,Slovakia,Bratislava,2008,GDP per capita (US$),"52,856.26",US Dollar
SVK,Slovakia,Bratislava,2008,CO2 emissions per capita  (tonnes per inhabitant),9.97,Tonnes
SVK,Slovakia,Bratislava,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,18.96,Micrograms per cubic metre
SVK,Slovakia,Bratislava,2008,Employment (persons),"380,515.00",Persons
SVK,Slovakia,Bratislava,2008,Employment of the metropolitan area as a share of national value (%),15.64,Percentage
SVK,Slovakia,Bratislava,2008,Unemployment (persons),"15,500.00",Persons
SVK,Slovakia,Bratislava,2008,Unemployment of the metropolitan area as a share of national value (%),6.02,Percentage
SVK,Slovakia,Bratislava,2008,Metropolitan land share of national value (%),5.3,Percentage
SVK,Slovakia,Bratislava,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),5.15,Percentage
SVK,Slovakia,Bratislava,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),12.82,Percentage
SVK,Slovakia,Bratislava,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),0.71,Tonnes
SVK,Slovakia,Bratislava,2008,CO2 emissions per capita from transport (tonnes per inhabitant),1.27,Tonnes
SVK,Slovakia,Bratislava,2008,Population of the city area (persons),"430,125.00",Persons
SVK,Slovakia,Bratislava,2008,Green area per million people (square meters per million person),457.05,Ratio
SVK,Slovakia,Bratislava,2008,CO2 emissions of the metropolitan area as a share of national value (%),16.07,Percentage
SVK,Slovakia,Bratislava,2008,Total land area of the city (km2),362.32,Square kilometres
SVK,Slovakia,Bratislava,2008,Labour productivity,"98,511.15",US Dollar
SVK,Slovakia,Bratislava,2008,Population density of the city area (persons per km2),"1,187.14",Ratio
SVK,Slovakia,Bratislava,2009,Total population of the metropolitan area (persons),"712,269.00",Persons
SVK,Slovakia,Bratislava,2009,Population density (persons per km2),273.88,Ratio
SVK,Slovakia,Bratislava,2009,Total land area (km2),"2,600.66",Square kilometres
SVK,Slovakia,Bratislava,2009,GDP (millions US$),"37,661.89",US Dollar
SVK,Slovakia,Bratislava,2009,GDP of the metropolitan area as a share of national value (%),29.97,Percentage
SVK,Slovakia,Bratislava,2009,GDP per capita (US$),"52,875.94",US Dollar
SVK,Slovakia,Bratislava,2009,Employment (persons),"378,285.00",Persons
SVK,Slovakia,Bratislava,2009,Employment of the metropolitan area as a share of national value (%),15.99,Percentage
SVK,Slovakia,Bratislava,2009,Unemployment (persons),"20,976.00",Persons
SVK,Slovakia,Bratislava,2009,Unemployment of the metropolitan area as a share of national value (%),6.47,Percentage
SVK,Slovakia,Bratislava,2009,Metropolitan land share of national value (%),5.3,Percentage
SVK,Slovakia,Bratislava,2009,Population of the city area (persons),"430,413.00",Persons
SVK,Slovakia,Bratislava,2009,Green area per million people (square meters per million person),455.07,Ratio
SVK,Slovakia,Bratislava,2009,Total land area of the city (km2),362.32,Square kilometres
SVK,Slovakia,Bratislava,2009,Labour productivity,"99,559.57",US Dollar
SVK,Slovakia,Bratislava,2009,Population density of the city area (persons per km2),"1,187.94",Ratio
SVK,Slovakia,Bratislava,2010,Total population of the metropolitan area (persons),"715,456.00",Persons
SVK,Slovakia,Bratislava,2010,Population density (persons per km2),275.11,Ratio
SVK,Slovakia,Bratislava,2010,Total land area (km2),"2,600.66",Square kilometres
SVK,Slovakia,Bratislava,2010,GDP (millions US$),"39,265.63",US Dollar
SVK,Slovakia,Bratislava,2010,GDP of the metropolitan area as a share of national value (%),29.81,Percentage
SVK,Slovakia,Bratislava,2010,GDP per capita (US$),"54,881.97",US Dollar
SVK,Slovakia,Bratislava,2010,Employment (persons),"367,175.00",Persons
SVK,Slovakia,Bratislava,2010,Employment of the metropolitan area as a share of national value (%),15.84,Percentage
SVK,Slovakia,Bratislava,2010,Unemployment (persons),"27,139.00",Persons
SVK,Slovakia,Bratislava,2010,Unemployment of the metropolitan area as a share of national value (%),6.98,Percentage
SVK,Slovakia,Bratislava,2010,Metropolitan land share of national value (%),5.3,Percentage
SVK,Slovakia,Bratislava,2010,Population of the city area (persons),"430,727.00",Persons
SVK,Slovakia,Bratislava,2010,Green area per million people (square meters per million person),453.05,Ratio
SVK,Slovakia,Bratislava,2010,Total land area of the city (km2),362.32,Square kilometres
SVK,Slovakia,Bratislava,2010,Labour productivity,"106,939.83",US Dollar
SVK,Slovakia,Bratislava,2010,Population density of the city area (persons per km2),"1,188.80",Ratio
SVK,Slovakia,Bratislava,2011,Total population of the metropolitan area (persons),"718,735.00",Persons
SVK,Slovakia,Bratislava,2011,Population density (persons per km2),276.37,Ratio
SVK,Slovakia,Bratislava,2011,Total land area (km2),"2,600.66",Square kilometres
SVK,Slovakia,Bratislava,2011,GDP (millions US$),"40,041.42",US Dollar
SVK,Slovakia,Bratislava,2011,GDP of the metropolitan area as a share of national value (%),29.6,Percentage
SVK,Slovakia,Bratislava,2011,GDP per capita (US$),"55,710.96",US Dollar
SVK,Slovakia,Bratislava,2011,Estimated average exposure to air pollution (PM2.5) based on imagery data,18.89,Micrograms per cubic metre
SVK,Slovakia,Bratislava,2011,Employment (persons),"359,085.00",Persons
SVK,Slovakia,Bratislava,2011,Employment of the metropolitan area as a share of national value (%),15.51,Percentage
SVK,Slovakia,Bratislava,2011,Unemployment (persons),"24,404.00",Persons
SVK,Slovakia,Bratislava,2011,Unemployment of the metropolitan area as a share of national value (%),6.69,Percentage
SVK,Slovakia,Bratislava,2011,Metropolitan land share of national value (%),5.3,Percentage
SVK,Slovakia,Bratislava,2011,Population of the city area (persons),"431,061.00",Persons
SVK,Slovakia,Bratislava,2011,Green area per million people (square meters per million person),450.98,Ratio
SVK,Slovakia,Bratislava,2011,Total land area of the city (km2),362.32,Square kilometres
SVK,Slovakia,Bratislava,2011,Labour productivity,"111,509.58",US Dollar
SVK,Slovakia,Bratislava,2011,Population density of the city area (persons per km2),"1,189.72",Ratio
SVK,Slovakia,Bratislava,2012,Total population of the metropolitan area (persons),"722,106.00",Persons
SVK,Slovakia,Bratislava,2012,Population density (persons per km2),277.66,Ratio
SVK,Slovakia,Bratislava,2012,Total land area (km2),"2,600.66",Square kilometres
SVK,Slovakia,Bratislava,2012,GDP (millions US$),"40,168.17",US Dollar
SVK,Slovakia,Bratislava,2012,GDP of the metropolitan area as a share of national value (%),29.22,Percentage
SVK,Slovakia,Bratislava,2012,GDP per capita (US$),"55,626.42",US Dollar
SVK,Slovakia,Bratislava,2012,Employment (persons),"363,895.00",Persons
SVK,Slovakia,Bratislava,2012,Employment of the metropolitan area as a share of national value (%),15.62,Percentage
SVK,Slovakia,Bratislava,2012,Unemployment (persons),"24,793.00",Persons
SVK,Slovakia,Bratislava,2012,Unemployment of the metropolitan area as a share of national value (%),6.57,Percentage
SVK,Slovakia,Bratislava,2012,Metropolitan land share of national value (%),5.3,Percentage
SVK,Slovakia,Bratislava,2012,Population of the city area (persons),"431,418.00",Persons
SVK,Slovakia,Bratislava,2012,Green area per million people (square meters per million person),448.87,Ratio
SVK,Slovakia,Bratislava,2012,Total land area of the city (km2),362.32,Square kilometres
SVK,Slovakia,Bratislava,2012,Labour productivity,"110,383.96",US Dollar
SVK,Slovakia,Bratislava,2012,Population density of the city area (persons per km2),"1,190.71",Ratio
SVK,Slovakia,Bratislava,2013,Total population of the metropolitan area (persons),"725,581.00",Persons
SVK,Slovakia,Bratislava,2013,Population density (persons per km2),279,Ratio
SVK,Slovakia,Bratislava,2013,Total land area (km2),"2,600.66",Square kilometres
SVK,Slovakia,Bratislava,2013,GDP (millions US$),"41,462.91",US Dollar
SVK,Slovakia,Bratislava,2013,GDP of the metropolitan area as a share of national value (%),29.74,Percentage
SVK,Slovakia,Bratislava,2013,GDP per capita (US$),"57,144.42",US Dollar
SVK,Slovakia,Bratislava,2013,Estimated average exposure to air pollution (PM2.5) based on imagery data,17,Micrograms per cubic metre
SVK,Slovakia,Bratislava,2013,Employment (persons),"360,392.00",Persons
SVK,Slovakia,Bratislava,2013,Employment of the metropolitan area as a share of national value (%),15.47,Percentage
SVK,Slovakia,Bratislava,2013,Unemployment (persons),"27,681.00",Persons
SVK,Slovakia,Bratislava,2013,Unemployment of the metropolitan area as a share of national value (%),7.17,Percentage
SVK,Slovakia,Bratislava,2013,Metropolitan land share of national value (%),5.3,Percentage
SVK,Slovakia,Bratislava,2013,Population of the city area (persons),"431,800.00",Persons
SVK,Slovakia,Bratislava,2013,Green area per million people (square meters per million person),446.72,Ratio
SVK,Slovakia,Bratislava,2013,Total land area of the city (km2),362.32,Square kilometres
SVK,Slovakia,Bratislava,2013,Labour productivity,"115,049.47",US Dollar
SVK,Slovakia,Bratislava,2013,Population density of the city area (persons per km2),"1,191.76",Ratio
SVK,Slovakia,Bratislava,2014,Total population of the metropolitan area (persons),"729,157.00",Persons
SVK,Slovakia,Bratislava,2014,Population density (persons per km2),280.37,Ratio
SVK,Slovakia,Bratislava,2014,Total land area (km2),"2,600.66",Square kilometres
SVK,Slovakia,Bratislava,2014,Employment (persons),"360,828.00",Persons
SVK,Slovakia,Bratislava,2014,Employment of the metropolitan area as a share of national value (%),15.27,Percentage
SVK,Slovakia,Bratislava,2014,Unemployment (persons),"26,382.00",Persons
SVK,Slovakia,Bratislava,2014,Unemployment of the metropolitan area as a share of national value (%),7.35,Percentage
SVK,Slovakia,Bratislava,2014,Metropolitan land share of national value (%),5.3,Percentage
SVK,Slovakia,Bratislava,2014,Population of the city area (persons),"432,204.00",Persons
SVK,Slovakia,Bratislava,2014,Green area per million people (square meters per million person),444.53,Ratio
SVK,Slovakia,Bratislava,2014,Total land area of the city (km2),362.32,Square kilometres
SVK,Slovakia,Bratislava,2014,Population density of the city area (persons per km2),"1,192.88",Ratio
BEL,Belgium,Brussels,2008,Total population of the metropolitan area (persons),"2,436,174.00",Persons
BEL,Belgium,Brussels,2008,Population density (persons per km2),745.99,Ratio
BEL,Belgium,Brussels,2008,Total land area (km2),"3,265.70",Square kilometres
BEL,Belgium,Brussels,2008,GDP (millions US$),"132,818.20",US Dollar
BEL,Belgium,Brussels,2008,GDP of the metropolitan area as a share of national value (%),30.96,Percentage
BEL,Belgium,Brussels,2008,GDP per capita (US$),"54,519.18",US Dollar
BEL,Belgium,Brussels,2008,CO2 emissions per capita  (tonnes per inhabitant),9.48,Tonnes
BEL,Belgium,Brussels,2008,Estimated average exposure to air pollution (PM2.5) based on imagery data,17.13,Micrograms per cubic metre
BEL,Belgium,Brussels,2008,Employment (persons),"990,116.00",Persons
BEL,Belgium,Brussels,2008,Employment of the metropolitan area as a share of national value (%),22.27,Percentage
BEL,Belgium,Brussels,2008,Unemployment (persons),"107,878.00",Persons
BEL,Belgium,Brussels,2008,Unemployment of the metropolitan area as a share of national value (%),32.36,Percentage
BEL,Belgium,Brussels,2008,CO2 transport emissions of the metropolitan area as a share of the national transport emissions from transport (%),24.02,Percentage
BEL,Belgium,Brussels,2008,CO2 emissions per capita from energy industry (tonnes per inhabitant),1.21,Tonnes
BEL,Belgium,Brussels,2008,CO2 emissions per capita from transport (tonnes per inhabitant),2.47,Tonnes
BEL,Belgium,Brussels,2008,Metropolitan land share of national value (%),10.77,Percentage
BEL,Belgium,Brussels,2008,CO2 energy emissions of the metropolitan area as a share of the national energy industry emissions (%),10.64,Percentage
BEL,Belgium,Brussels,2008,Green area per million people (square meters per million person),303.11,Ratio
BEL,Belgium,Brussels,2008,Population of the city area (persons),"1,072,954.00",Persons
BEL,Belgium,Brussels,2008,CO2 emissions of the metropolitan area as a share of national value (%),19.38,Percentage
BEL,Belgium,Brussels,2008,Labour productivity,"134,144.08",US Dollar
BEL,Belgium,Brussels,2008,Population density of the city area (persons per km2),"6,604.01",Ratio
BEL,Belgium,Brussels,2008,Total land area of the city (km2),162.47,Square kilometres
BEL,Belgium,Brussels,2009,Total population of the metropolitan area (persons),"2,460,663.00",Persons
