countrycode,country,city,year,subject,value
GRC,Greece,Athens,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
GRC,Greece,Athens,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
GRC,Greece,Athens,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
GRC,Greece,Athens,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
GRC,Greece,Athens,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
GRC,Greece,Athens,2016,Share of students in higher education in the total population (per 1000 persons),-
GRC,Greece,Athens,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
GRC,Greece,Athens,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
GRC,Greece,Athens,2017,Number of children 0-4 in day care or school,-
GRC,Greece,Athens,2017,"Share of early leavers from education and training, total -%",-
GRC,Greece,Athens,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
GRC,Greece,Athens,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
GRC,Greece,Athens,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
GRC,Greece,Athens,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
GRC,Greece,Athens,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
GRC,Greece,Athens,2017,Share of students in higher education in the total population (per 1000 persons),-
GRC,Greece,Athens,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
GRC,Greece,Athens,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
DEU,Germany,Berlin,2008,Number of children 0-4 in day care or school,"82,500"
DEU,Germany,Berlin,2008,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","135,423"
DEU,Germany,Berlin,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","542,900"
DEU,Germany,Berlin,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"1,152,900"
DEU,Germany,Berlin,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","681,400"
DEU,Germany,Berlin,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,570.4
DEU,Germany,Berlin,2008,Share of students in higher education in the total population (per 1000 persons),40
DEU,Germany,Berlin,2008,Proportion of working age population qualified at level 3 or 4 ISCED,57.8
DEU,Germany,Berlin,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",34.1
DEU,Germany,Berlin,2009,Number of children 0-4 in day care or school,"85,600"
DEU,Germany,Berlin,2009,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","140,220"
DEU,Germany,Berlin,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","515,200"
DEU,Germany,Berlin,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"1,134,600"
DEU,Germany,Berlin,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","706,000"
DEU,Germany,Berlin,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,575.5
DEU,Germany,Berlin,2009,Share of students in higher education in the total population (per 1000 persons),41
DEU,Germany,Berlin,2009,Proportion of working age population qualified at level 3 or 4 ISCED,56.9
DEU,Germany,Berlin,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",35.4
DEU,Germany,Berlin,2010,Number of children 0-4 in day care or school,"88,200"
DEU,Germany,Berlin,2010,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","147,195"
DEU,Germany,Berlin,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","314,700"
DEU,Germany,Berlin,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"963,500"
DEU,Germany,Berlin,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","706,900"
DEU,Germany,Berlin,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,579
DEU,Germany,Berlin,2010,Share of students in higher education in the total population (per 1000 persons),43
DEU,Germany,Berlin,2010,Proportion of working age population qualified at level 3 or 4 ISCED,48.4
DEU,Germany,Berlin,2010,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",35.5
DEU,Germany,Berlin,2011,Number of children 0-4 in day care or school,"90,600"
DEU,Germany,Berlin,2011,"Share of early leavers from education and training, total -%",9.2
DEU,Germany,Berlin,2011,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","154,032"
DEU,Germany,Berlin,2011,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","317,100"
DEU,Germany,Berlin,2011,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"958,200"
DEU,Germany,Berlin,2011,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","731,400"
DEU,Germany,Berlin,2011,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,576
DEU,Germany,Berlin,2011,Share of students in higher education in the total population (per 1000 persons),45
DEU,Germany,Berlin,2011,Proportion of working age population qualified at level 3 or 4 ISCED,47.8
DEU,Germany,Berlin,2011,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",36.5
DEU,Germany,Berlin,2012,Number of children 0-4 in day care or school,"93,600"
DEU,Germany,Berlin,2012,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2012,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","159,658"
DEU,Germany,Berlin,2012,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education","313,700"
DEU,Germany,Berlin,2012,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,"969,900"
DEU,Germany,Berlin,2012,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards","752,300"
DEU,Germany,Berlin,2012,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,606.3
DEU,Germany,Berlin,2012,Share of students in higher education in the total population (per 1000 persons),48
DEU,Germany,Berlin,2012,Proportion of working age population qualified at level 3 or 4 ISCED,50.6
DEU,Germany,Berlin,2012,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",39.3
DEU,Germany,Berlin,2013,Number of children 0-4 in day care or school,"97,200"
DEU,Germany,Berlin,2013,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2013,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","165,923"
DEU,Germany,Berlin,2013,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
DEU,Germany,Berlin,2013,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
DEU,Germany,Berlin,2013,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
DEU,Germany,Berlin,2013,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,601.9
DEU,Germany,Berlin,2013,Share of students in higher education in the total population (per 1000 persons),49
DEU,Germany,Berlin,2013,Proportion of working age population qualified at level 3 or 4 ISCED,-
DEU,Germany,Berlin,2013,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
DEU,Germany,Berlin,2014,Number of children 0-4 in day care or school,"101,800"
DEU,Germany,Berlin,2014,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2014,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","171,263"
DEU,Germany,Berlin,2014,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
DEU,Germany,Berlin,2014,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
DEU,Germany,Berlin,2014,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
DEU,Germany,Berlin,2014,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,606.9
DEU,Germany,Berlin,2014,Share of students in higher education in the total population (per 1000 persons),50
DEU,Germany,Berlin,2014,Proportion of working age population qualified at level 3 or 4 ISCED,-
DEU,Germany,Berlin,2014,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
DEU,Germany,Berlin,2015,Number of children 0-4 in day care or school,"104,800"
DEU,Germany,Berlin,2015,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2015,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","176,253"
DEU,Germany,Berlin,2015,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
DEU,Germany,Berlin,2015,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
DEU,Germany,Berlin,2015,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
DEU,Germany,Berlin,2015,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,610
DEU,Germany,Berlin,2015,Share of students in higher education in the total population (per 1000 persons),51
DEU,Germany,Berlin,2015,Proportion of working age population qualified at level 3 or 4 ISCED,-
DEU,Germany,Berlin,2015,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
DEU,Germany,Berlin,2016,Number of children 0-4 in day care or school,"108,000"
DEU,Germany,Berlin,2016,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2016,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","180,582"
DEU,Germany,Berlin,2016,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
DEU,Germany,Berlin,2016,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
DEU,Germany,Berlin,2016,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
DEU,Germany,Berlin,2016,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,606.2
DEU,Germany,Berlin,2016,Share of students in higher education in the total population (per 1000 persons),51
DEU,Germany,Berlin,2016,Proportion of working age population qualified at level 3 or 4 ISCED,-
DEU,Germany,Berlin,2016,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
DEU,Germany,Berlin,2017,Number of children 0-4 in day care or school,-
DEU,Germany,Berlin,2017,"Share of early leavers from education and training, total -%",-
DEU,Germany,Berlin,2017,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
DEU,Germany,Berlin,2017,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
DEU,Germany,Berlin,2017,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
DEU,Germany,Berlin,2017,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
DEU,Germany,Berlin,2017,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
DEU,Germany,Berlin,2017,Share of students in higher education in the total population (per 1000 persons),-
DEU,Germany,Berlin,2017,Proportion of working age population qualified at level 3 or 4 ISCED,-
DEU,Germany,Berlin,2017,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CHE,Switzerland,Bern,2008,Number of children 0-4 in day care or school,-
CHE,Switzerland,Bern,2008,"Share of early leavers from education and training, total -%",-
CHE,Switzerland,Bern,2008,"Students in higher education (ISCED level 5-8 from 2014 onwards), total","23,714"
CHE,Switzerland,Bern,2008,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CHE,Switzerland,Bern,2008,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CHE,Switzerland,Bern,2008,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CHE,Switzerland,Bern,2008,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
CHE,Switzerland,Bern,2008,Share of students in higher education in the total population (per 1000 persons),185
CHE,Switzerland,Bern,2008,Proportion of working age population qualified at level 3 or 4 ISCED,-
CHE,Switzerland,Bern,2008,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CHE,Switzerland,Bern,2009,Number of children 0-4 in day care or school,-
CHE,Switzerland,Bern,2009,"Share of early leavers from education and training, total -%",-
CHE,Switzerland,Bern,2009,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
CHE,Switzerland,Bern,2009,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CHE,Switzerland,Bern,2009,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CHE,Switzerland,Bern,2009,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CHE,Switzerland,Bern,2009,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
CHE,Switzerland,Bern,2009,Share of students in higher education in the total population (per 1000 persons),-
CHE,Switzerland,Bern,2009,Proportion of working age population qualified at level 3 or 4 ISCED,-
CHE,Switzerland,Bern,2009,"Proportion of population aged 25-64 qualified at level 5 to 8 ISCED, from 2014 onwards",-
CHE,Switzerland,Bern,2010,Number of children 0-4 in day care or school,-
CHE,Switzerland,Bern,2010,"Share of early leavers from education and training, total -%",-
CHE,Switzerland,Bern,2010,"Students in higher education (ISCED level 5-8 from 2014 onwards), total",-
CHE,Switzerland,Bern,2010,"Persons (aged 25-64) with ISCED level 0, 1or 2 as the highest level of education",-
CHE,Switzerland,Bern,2010,Persons (aged 25-64) with ISCED level 3 or 4 as the highest level of education,-
CHE,Switzerland,Bern,2010,"Persons aged 25-64 with ISCED level 5, 6, 7 or 8 as the highest level of education, from 2014 onwards",-
CHE,Switzerland,Bern,2010,Number of Children 0-4 in day care (publ.&priv) per 1000 children 0-4,-
